action,advpnsc,assignip,cookies,date,desc,dir,dst_host,duration,error_num,espauth,esptransform,eventtime,exch,fctuid,group,in_spi,init,level,locip,locport,logdesc,logid,mode,msg,nextstat,out_spi,outintf,peer_notif,phase2_name,rcvdbyte,reason,remip,remport,result,role,sentbyte,seq,spi,srccountry,stage,status,subtype,time,tunnelid,tunnelip,tunneltype,type,tz,user,useralt,vd,version,vpntunnel,xauthgroup,xauthuser
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721266548355998294,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,02:35:48,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721266548355977632,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,02:35:48,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721266547899835174,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,02:35:48,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721266546654791008,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,02:35:47,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721266546654687126,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.205,,,,,,,Russian Federation,,,vpn,02:35:46,0,,ssl-web,event,+0100,ceo,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721266546254330091,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,02:35:46,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721266545867761954,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,02:35:46,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721266542747290989,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,02:35:43,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721266542747176734,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.205,,,,,,,Russian Federation,,,vpn,02:35:42,0,,ssl-web,event,+0100,secretary,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721266542375845678,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,02:35:42,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721266541955530551,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,02:35:42,0,,ssl,event,+0100,N/A,,root,,,,
negotiate,0,N/A,a07e1eac53074d8a/acfad9a841c75b73,2024-07-18,,,,,,HMAC_SHA1,ESP_AES,1721266440623988226,,N/A,N/A,,,notice,41.106.128.162,4500,Negotiate IPsec phase 2,0101037122,,negotiate IPsec phase 2,,,port6,,,,,41.111.161.37,14514,,initiator,,,,Algeria,,success,vpn,02:34:01,,,,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
negotiate,0,N/A,a07e1eac53074d8a/acfad9a841c75b73,2024-07-18,,outbound,,,,,,1721266440623982699,,N/A,N/A,,local,notice,41.106.128.162,4500,Progress IPsec phase 2,0101037129,quick,progress IPsec phase 2,,,port6,,,,,41.111.161.37,14514,DONE,initiator,,,,Algeria,2,success,vpn,02:34:01,,,,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
install_sa,0,N/A,a07e1eac53074d8a/acfad9a841c75b73,2024-07-18,,,,,,,,1721266440623975621,,N/A,N/A,0ef86d8f,,notice,41.106.128.162,4500,IPsec SA installed,0101037133,,install IPsec SA,,2dfd5b22,port6,,,,,41.111.161.37,14514,,initiator,,,,,,,vpn,02:34:01,,,,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
negotiate,0,N/A,a07e1eac53074d8a/acfad9a841c75b73,2024-07-18,,outbound,,,,,,1721266440612005576,,N/A,N/A,,local,notice,41.106.128.162,4500,Progress IPsec phase 2,0101037129,quick,progress IPsec phase 2,,,port6,,,,,41.111.161.37,14514,OK,initiator,,,,Algeria,1,success,vpn,02:34:01,,,,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
tunnel-stats,0,N/A,a07e1eac53074d8a/acfad9a841c75b73,2024-07-18,,,,214195,,,,1721266125518317556,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,173098424,,41.111.161.37,14514,,,264368865,,,Algeria,,,vpn,02:28:46,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
negotiate,0,N/A,d8757bb7945e3880/0000000000000000,2024-07-18,,inbound,,,,,,1721265962288897241,,N/A,N/A,,remote,error,41.106.128.163,500,Progress IPsec phase 1,0101037128,main,progress IPsec phase 1,,,port6,,,,,45.83.64.194,26567,ERROR,responder,,,,Germany,1,failure,vpn,02:26:02,,,,event,+0100,N/A,N/A,root,,N/A,N/A,N/A
negotiate,0,N/A,d8757bb7945e3880/0000000000000000,2024-07-18,,,,,,,,1721265962288886997,,N/A,N/A,,,error,41.106.128.163,500,IPsec phase 1 error,0101037124,,IPsec phase 1 error,,,port6,NOT-APPLICABLE,,,peer SA proposal not match local policy,45.83.64.194,26567,,,,,,,,negotiate_error,vpn,02:26:02,,,,event,+0100,N/A,N/A,root,,N/A,N/A,N/A
tunnel-stats,0,N/A,a07e1eac53074d8a/acfad9a841c75b73,2024-07-18,,,,213595,,,,1721265525518954412,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,172901848,,41.111.161.37,14514,,,264205754,,,Algeria,,,vpn,02:18:46,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
negotiate,0,N/A,111555f681d524ef/0000000000000000,2024-07-18,,inbound,,,,,,1721265290686049336,,N/A,N/A,,remote,error,41.106.128.165,500,Progress IPsec phase 1,0101037128,main,progress IPsec phase 1,,,port6,,,,,52.228.153.102,53876,ERROR,responder,,,,United States,1,failure,vpn,02:14:51,,,,event,+0100,N/A,N/A,root,,N/A,N/A,N/A
negotiate,0,N/A,111555f681d524ef/0000000000000000,2024-07-18,,,,,,,,1721265290686039124,,N/A,N/A,,,error,41.106.128.165,500,IPsec phase 1 error,0101037124,,IPsec phase 1 error,,,port6,NOT-APPLICABLE,,,peer SA proposal not match local policy,52.228.153.102,53876,,,,,,,,negotiate_error,vpn,02:14:51,,,,event,+0100,N/A,N/A,root,,N/A,N/A,N/A
negotiate,0,N/A,d8757bb7945e3880/0000000000000000,2024-07-18,,inbound,,,,,,1721265153907290804,,N/A,N/A,,remote,error,41.106.128.162,500,Progress IPsec phase 1,0101037128,main,progress IPsec phase 1,,,port6,,,,,45.83.64.236,37916,ERROR,responder,,,,Germany,1,failure,vpn,02:12:34,,,,event,+0100,N/A,N/A,root,,N/A,N/A,N/A
negotiate,0,N/A,d8757bb7945e3880/0000000000000000,2024-07-18,,,,,,,,1721265153907281057,,N/A,N/A,,,error,41.106.128.162,500,IPsec phase 1 error,0101037124,,IPsec phase 1 error,,,port6,NOT-APPLICABLE,,,peer SA proposal not match local policy,45.83.64.236,37916,,,,,,,,negotiate_error,vpn,02:12:34,,,,event,+0100,N/A,N/A,root,,N/A,N/A,N/A
negotiate,0,N/A,111555f681d524ef/0000000000000000,2024-07-18,,inbound,,,,,,1721265041130636998,,N/A,N/A,,remote,error,41.106.128.162,500,Progress IPsec phase 1,0101037128,main,progress IPsec phase 1,,,port6,,,,,52.228.153.102,54809,ERROR,responder,,,,United States,1,failure,vpn,02:10:41,,,,event,+0100,N/A,N/A,root,,N/A,N/A,N/A
negotiate,0,N/A,111555f681d524ef/0000000000000000,2024-07-18,,,,,,,,1721265041130622038,,N/A,N/A,,,error,41.106.128.162,500,IPsec phase 1 error,0101037124,,IPsec phase 1 error,,,port6,NOT-APPLICABLE,,,peer SA proposal not match local policy,52.228.153.102,54809,,,,,,,,negotiate_error,vpn,02:10:41,,,,event,+0100,N/A,N/A,root,,N/A,N/A,N/A
tunnel-stats,0,N/A,a07e1eac53074d8a/acfad9a841c75b73,2024-07-18,,,,212995,,,,1721264925520756754,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,172521800,,41.111.161.37,14514,,,263892368,,,Algeria,,,vpn,02:08:46,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
negotiate,0,N/A,d8757bb7945e3880/0000000000000000,2024-07-18,,inbound,,,,,,1721264393002263220,,N/A,N/A,,remote,error,41.106.128.164,500,Progress IPsec phase 1,0101037128,main,progress IPsec phase 1,,,port6,,,,,45.83.65.139,28567,ERROR,responder,,,,Germany,1,failure,vpn,01:59:53,,,,event,+0100,N/A,N/A,root,,N/A,N/A,N/A
negotiate,0,N/A,d8757bb7945e3880/0000000000000000,2024-07-18,,,,,,,,1721264393002253454,,N/A,N/A,,,error,41.106.128.164,500,IPsec phase 1 error,0101037124,,IPsec phase 1 error,,,port6,NOT-APPLICABLE,,,peer SA proposal not match local policy,45.83.65.139,28567,,,,,,,,negotiate_error,vpn,01:59:53,,,,event,+0100,N/A,N/A,root,,N/A,N/A,N/A
tunnel-stats,0,N/A,a07e1eac53074d8a/acfad9a841c75b73,2024-07-18,,,,212395,,,,1721264325520315934,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,172034040,,41.111.161.37,14514,,,263480221,,,Algeria,,,vpn,01:58:46,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721264313187450526,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:58:33,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721264313187347445,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:58:33,0,,ssl-web,event,+0100,hospitality,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721264312781579256,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:58:33,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721264312401407165,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:58:33,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721264312192261410,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:58:32,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721264312192142312,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:58:32,0,,ssl-web,event,+0100,hospital,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721264311816399032,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:58:32,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721264311439236803,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:58:32,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721263900745015694,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,179.60.147.75,,,,,,,Netherlands,,,vpn,01:51:40,0,,ssl-web,event,+0100,support,,root,,,,
tunnel-stats,0,N/A,a07e1eac53074d8a/acfad9a841c75b73,2024-07-18,,,,211795,,,,1721263725520217786,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,171684696,,41.111.161.37,14514,,,263252698,,,Algeria,,,vpn,01:48:45,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721263709157137675,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:48:29,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721263708885052482,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:48:29,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721263708885033173,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:48:29,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721263708430278015,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:48:29,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721263704821590315,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:48:25,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721263704821493015,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:48:24,0,,ssl-web,event,+0100,volunteer,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721263704413584555,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:48:24,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721263704055920088,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:48:23,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721263694638238674,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:48:15,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721263694638117870,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:48:14,0,,ssl-web,event,+0100,server,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721263693970060972,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:48:13,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721263693607627599,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:48:13,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721263664891196879,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,179.60.147.75,,,,,,,Netherlands,,,vpn,01:47:44,0,,ssl-web,event,+0100,support,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721263543863377732,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:45:43,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721263543863266132,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:45:43,0,,ssl-web,event,+0100,file,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721263543503647431,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:45:43,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721263542830769003,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:45:43,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721263148989359735,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:39:09,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721263148716300381,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:39:09,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721263148716280262,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:39:09,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721263147952949395,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:39:07,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721263142534775571,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:39:03,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721263142534684483,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:39:02,0,,ssl-web,event,+0100,secretary,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721263142389210707,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:39:02,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721263142389111718,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:39:01,0,,ssl-web,event,+0100,officer,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721263142167379743,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:39:01,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721263142016480375,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:39:01,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721263141782882624,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:39:01,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721263141571655192,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,01:39:01,0,,ssl,event,+0100,N/A,,root,,,,
tunnel-stats,0,N/A,a07e1eac53074d8a/acfad9a841c75b73,2024-07-18,,,,211195,,,,1721263125520427718,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,171483768,,41.111.161.37,14514,,,263094776,,,Algeria,,,vpn,01:38:45,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
tunnel-stats,0,N/A,a07e1eac53074d8a/acfad9a841c75b73,2024-07-18,,,,210595,,,,1721262525520643260,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,171058168,,41.111.161.37,14514,,,262715252,,,Algeria,,,vpn,01:28:45,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721261942603841980,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,188.119.66.141,,,,,,,Russian Federation,,,vpn,01:19:03,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721261925929723196,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,51.255.62.3,,,,,,,France,,,vpn,01:18:45,0,,ssl,event,+0100,N/A,,root,,,,
tunnel-stats,0,N/A,a07e1eac53074d8a/acfad9a841c75b73,2024-07-18,,,,209995,,,,1721261925517828393,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,170946264,,41.111.161.37,14514,,,262629084,,,Algeria,,,vpn,01:18:45,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721261914382047747,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,188.119.66.141,,,,,,,Russian Federation,,,vpn,01:18:35,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721261602629964888,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,01:13:23,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721261602629847985,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.211,,,,,,,Russian Federation,,,vpn,01:13:22,0,,ssl-web,event,+0100,during,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721261602240118275,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,01:13:22,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721261601282675328,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,01:13:22,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721261441413530771,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,01:10:42,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721261441413421827,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.211,,,,,,,Russian Federation,,,vpn,01:10:41,0,,ssl-web,event,+0100,fortinet,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721261441055134817,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,01:10:40,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721261440696462782,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,01:10:40,0,,ssl,event,+0100,N/A,,root,,,,
negotiate,0,N/A,d8757bb7945e3880/0000000000000000,2024-07-18,,inbound,,,,,,1721261335250492198,,N/A,N/A,,remote,error,41.106.128.165,500,Progress IPsec phase 1,0101037128,main,progress IPsec phase 1,,,port6,,,,,45.83.67.131,49977,ERROR,responder,,,,Germany,1,failure,vpn,01:08:54,,,,event,+0100,N/A,N/A,root,,N/A,N/A,N/A
negotiate,0,N/A,d8757bb7945e3880/0000000000000000,2024-07-18,,,,,,,,1721261335250477920,,N/A,N/A,,,error,41.106.128.165,500,IPsec phase 1 error,0101037124,,IPsec phase 1 error,,,port6,NOT-APPLICABLE,,,peer SA proposal not match local policy,45.83.67.131,49977,,,,,,,,negotiate_error,vpn,01:08:54,,,,event,+0100,N/A,N/A,root,,N/A,N/A,N/A
tunnel-stats,0,N/A,a07e1eac53074d8a/acfad9a841c75b73,2024-07-18,,,,209395,,,,1721261325518209717,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,170623448,,41.111.161.37,14514,,,262377958,,,Algeria,,,vpn,01:08:46,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721261275967992285,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,01:07:56,0,,ssl,event,+0100,N/A,,root,,,,
