action,advpnsc,assignip,cookies,date,desc,dir,dst_host,duration,error_num,espauth,esptransform,eventtime,exch,fctuid,group,in_spi,init,level,locip,locport,logdesc,logid,mode,msg,nextstat,out_spi,outintf,peer_notif,phase2_name,rcvdbyte,reason,remip,remport,result,role,sentbyte,seq,spi,srccountry,stage,status,subtype,time,tunnelid,tunnelip,tunneltype,type,tz,user,useralt,vd,version,vpntunnel,xauthgroup,xauthuser
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721261275967879841,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.211,,,,,,,Russian Federation,,,vpn,01:07:55,0,,ssl-web,event,+0100,cisco,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721261275601642606,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,01:07:55,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721261275237160116,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,01:07:54,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721261117908372861,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,01:05:18,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721261117908255967,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.211,,,,,,,Russian Federation,,,vpn,01:05:17,0,,ssl-web,event,+0100,citrix,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721261117251080903,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,01:05:16,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721261116590656469,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,01:05:16,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721261089932537092,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,179.60.147.75,,,,,,,Netherlands,,,vpn,01:04:49,0,,ssl-web,event,+0100,support,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721260964306664554,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,01:02:44,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721260964306552734,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.211,,,,,,,Russian Federation,,,vpn,01:02:44,0,,ssl-web,event,+0100,graphic,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721260963953688833,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,01:02:44,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721260960610369893,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,01:02:40,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721260872876486914,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,188.119.66.141,,,,,,,Russian Federation,,,vpn,01:01:12,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721260792924903263,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:59:52,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721260792924792679,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:59:52,0,,ssl-web,event,+0100,sharepoint,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721260792569719407,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:59:52,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721260792174254591,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:59:52,0,,ssl,event,+0100,N/A,,root,,,,
tunnel-stats,0,N/A,a07e1eac53074d8a/acfad9a841c75b73,2024-07-18,,,,208795,,,,1721260725517504940,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,170127384,,41.111.161.37,14514,,,261908420,,,Algeria,,,vpn,00:58:46,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721260712139707446,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:58:32,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721260711871147793,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:58:32,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721260711871120862,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:58:32,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721260711395279303,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:58:32,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721260711030450229,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:58:30,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721260711029638359,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:58:30,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721260711029468641,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:58:30,0,,ssl-web,event,+0100,consultant,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721260710377813022,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:58:30,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721260710016363332,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:58:30,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721260708422778893,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:58:28,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721260707689050512,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:58:28,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721260707331843939,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:58:28,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721260659961145160,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:57:40,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721260659961042349,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:57:39,0,,ssl-web,event,+0100,storage,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721260659300980468,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:57:39,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721260655960652431,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:57:36,0,,ssl,event,+0100,N/A,,root,,,,
tunnel-stats,0,N/A,a07e1eac53074d8a/acfad9a841c75b73,2024-07-18,,,,208195,,,,1721260125517317316,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,169883960,,41.111.161.37,14514,,,261724396,,,Algeria,,,vpn,00:48:46,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
tunnel-stats,0,N/A,a07e1eac53074d8a/acfad9a841c75b73,2024-07-18,,,,207595,,,,1721259525519293919,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,169704584,,41.111.161.37,14514,,,261581741,,,Algeria,,,vpn,00:38:46,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721259491816018679,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,179.60.147.75,,,,,,,Netherlands,,,vpn,00:38:11,0,,ssl-web,event,+0100,support,,root,,,,
ssl-exit-error,,,,2024-07-18,,,N/A,,,,,1721258938477266282,,N/A,N/A,,,error,,,SSL VPN exit error,0101039946,,SSL exit error,,,,,,,N/A,167.94.146.54,,,,,,,United States,,,vpn,00:28:58,0,,ssl,event,+0100,N/A,,root,,,,
ssl-exit-error,,,,2024-07-18,,,N/A,,,,,1721258937030435828,,N/A,N/A,,,error,,,SSL VPN exit error,0101039946,,SSL exit error,,,,,,,N/A,167.94.146.54,,,,,,,United States,,,vpn,00:28:56,0,,ssl,event,+0100,N/A,,root,,,,
ssl-exit-error,,,,2024-07-18,,,N/A,,,,,1721258935383228900,,N/A,N/A,,,error,,,SSL VPN exit error,0101039946,,SSL exit error,,,,,,,N/A,167.94.146.54,,,,,,,United States,,,vpn,00:28:55,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721258934214506778,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,167.94.146.54,,,,,,,United States,,,vpn,00:28:54,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721258934214485935,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,167.94.146.54,,,,,,,United States,,,vpn,00:28:54,0,,ssl,event,+0100,N/A,,root,,,,
ssl-new-con,,,,2024-07-18,,,N/A,,,,,1721258934164635349,,N/A,N/A,,,information,,,SSL VPN new connection,0101039943,,SSL new connection,,,,,,,N/A,167.94.146.54,,,,,,,United States,,,vpn,00:28:53,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721258932090115150,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,167.94.146.54,,,,,,,United States,,,vpn,00:28:51,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721258931720380664,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,167.94.146.54,,,,,,,United States,,,vpn,00:28:51,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721258931303682274,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,167.94.146.54,,,,,,,United States,,,vpn,00:28:51,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721258931303659476,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,167.94.146.54,,,,,,,United States,,,vpn,00:28:51,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721258927860649490,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,167.94.146.54,,,,,,,United States,,,vpn,00:28:47,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721258927860627482,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,167.94.146.54,,,,,,,United States,,,vpn,00:28:47,0,,ssl,event,+0100,N/A,,root,,,,
tunnel-stats,0,N/A,a07e1eac53074d8a/acfad9a841c75b73,2024-07-18,,,,206995,,,,1721258925521225820,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,169274520,,41.111.161.37,14514,,,261202241,,,Algeria,,,vpn,00:28:45,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
tunnel-stats,0,N/A,a07e1eac53074d8a/acfad9a841c75b73,2024-07-18,,,,206395,,,,1721258325512737527,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,169151016,,41.111.161.37,14514,,,261113837,,,Algeria,,,vpn,00:18:45,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721257958809382260,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,00:12:38,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721257958809240178,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,69.50.95.251,,,,,,,United States,,,vpn,00:12:38,0,,ssl-web,event,+0100,jhhong,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721257958113998880,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,00:12:37,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721257957393777930,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,00:12:37,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721257907518688157,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:11:48,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721257907518585010,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:11:47,0,,ssl-web,event,+0100,during,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721257907160733292,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:11:47,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721257906811443280,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:11:46,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721257800556324834,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,00:10:01,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721257800556210418,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,69.50.95.251,,,,,,,United States,,,vpn,00:10:00,0,,ssl-web,event,+0100,produkcja,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721257799943313424,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,00:10:00,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721257799323566823,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,00:10:00,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721257731351606303,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:08:51,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721257731351496455,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:08:51,0,,ssl-web,event,+0100,fortinet,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721257730977361465,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:08:50,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721257730547576494,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:08:50,0,,ssl,event,+0100,N/A,,root,,,,
tunnel-stats,0,N/A,a07e1eac53074d8a/acfad9a841c75b73,2024-07-18,,,,205795,,,,1721257725516081708,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,168871608,,41.111.161.37,14514,,,260908904,,,Algeria,,,vpn,00:08:46,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721257526086283241,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:05:26,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721257526086167570,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:05:26,0,,ssl-web,event,+0100,cisco,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721257525716054544,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:05:26,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721257524428282732,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,00:05:24,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721257478950690158,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,00:04:38,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721257478950587861,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,69.50.95.251,,,,,,,United States,,,vpn,00:04:38,0,,ssl-web,event,+0100,iris,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721257478331366287,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,00:04:38,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721257477701114613,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,00:04:38,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721257296850321578,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,00:01:36,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721257296850211225,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,69.50.95.251,,,,,,,United States,,,vpn,00:01:36,0,,ssl-web,event,+0100,ene,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721257296232761442,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,00:01:36,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721257292409914443,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,00:01:32,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721257277962139759,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,00:01:17,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721257277962033966,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,69.50.95.251,,,,,,,United States,,,vpn,00:01:17,0,,ssl-web,event,+0100,azeddine.harbi,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721257277218522147,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,00:01:17,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721257276246418275,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,00:01:16,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721257212996672653,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,00:00:12,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-18,,,N/A,,,,,1721257212996562872,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,69.50.95.251,,,,,,,United States,,,vpn,00:00:12,0,,ssl-web,event,+0100,kevin-jansen,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721257208863342359,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,00:00:08,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-18,close notify,,N/A,,,,,1721257205194146359,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,00:00:05,0,,ssl,event,+0100,N/A,,root,,,,
tunnel-stats,0,N/A,a07e1eac53074d8a/acfad9a841c75b73,2024-07-17,,,,205195,,,,1721257125520487613,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,168045592,,41.111.161.37,14514,,,259873360,,,Algeria,,,vpn,23:58:46,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
ssl-alert,,,,2024-07-17,close notify,,N/A,,,,,1721257121984485996,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,23:58:42,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-17,close notify,,N/A,,,,,1721257121403386349,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,23:58:42,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-17,close notify,,N/A,,,,,1721257121403364706,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,23:58:42,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-17,close notify,,N/A,,,,,1721257120932336510,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,23:58:40,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-17,close notify,,N/A,,,,,1721257116356202480,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.211,,,,,,,Russian Federation,,,vpn,23:58:36,0,,ssl,event,+0100,N/A,,root,,,,
