action,assigned,bandwidth,cfgattr,cfgobj,cfgpath,cfgtid,community,cpu,date,dhcp_msg,disk,disklograte,dstip,dstport,duration,eventtime,fazlograte,field,freediskstorage,from,gateway,hostname,interface,ip,lease,level,logdesc,logid,mac,mem,method,msg,mtu,name,new_value,old_value,profile,reason,role,scope,server,setuprate,sn,srcip,srcport,state,status,stitch,stitchaction,subtype,sysuptime,time,total,totalsession,trigger,type,tz,ui,used,user,uuid,vd,version,waninfo
perf-stats,,7067/5173,,,,,,0,2024-07-21,,0,0,,,,1721544227245775996,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  18561, setup-rate: 101",,,,,,,,,,101,,,,,,,,system,492417,07:43:47,,18561,,event,+0100,,,,,root,,"name=port6,bytes=267223355809/33009984448,packets=241053736/96260928;"
perf-stats,,6836/4531,,,,,,0,2024-07-21,,0,0,,,,1721543927251501096,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  18679, setup-rate: 128",,,,,,,,,,128,,,,,,,,system,492117,07:38:47,,18679,,event,+0100,,,,,root,,"name=port6,bytes=267085314313/33004705971,packets=240932394/96220202;"
perf-stats,,11236/9126,,,,,,0,2024-07-21,,0,0,,,,1721543627250110806,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  17055, setup-rate: 101",,,,,,,,,,101,,,,,,,,system,491817,07:33:47,,17055,,event,+0100,,,,,root,,"name=port6,bytes=266923999596/32997724424,packets=240793299/96166797;"
perf-stats,,4653/2823,,,,,,0,2024-07-21,,0,0,,,,1721543327245337233,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  17566, setup-rate: 96",,,,,,,,,,96,,,,,,,,system,491517,07:28:47,,17566,,event,+0100,,,,,root,,"name=port6,bytes=266767580735/32992027001,packets=240659761/96115909;"
,,,,,,,,,2024-07-21,,,,,,,1721543288449495381,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,07:28:08,,,,event,+0100,,,,,root,,
perf-stats,,5870/3926,,,,,,0,2024-07-21,,0,0,,,,1721543027243258453,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  16615, setup-rate: 84",,,,,,,,,,84,,,,,,,,system,491217,07:23:47,,16615,,event,+0100,,,,,root,,"name=port6,bytes=266620594054/32985759503,packets=240531996/96065894;"
perf-stats,,5085/3283,,,,,,0,2024-07-21,,0,0,,,,1721542727239816976,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  15226, setup-rate: 100",,,,,,,,,,100,,,,,,,,system,490917,07:18:47,,15226,,event,+0100,,,,,root,,"name=port6,bytes=266485081543/32980311301,packets=240412606/96019264;"
perf-stats,,5140/3430,,,,,,0,2024-07-21,,0,0,,,,1721542427244244724,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  15631, setup-rate: 105",,,,,,,,,,105,,,,,,,,system,490617,07:13:47,,15631,,event,+0100,,,,,root,,"name=port6,bytes=266350588939/32975113919,packets=240294302/95974025;"
perf-stats,,4937/3164,,,,,,0,2024-07-21,,0,0,,,,1721542127239917190,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  14714, setup-rate: 93",,,,,,,,,,93,,,,,,,,system,490317,07:08:47,,14714,,event,+0100,,,,,root,,"name=port6,bytes=266216953789/32969904838,packets=240178121/95929970;"
perf-stats,,19948/18011,,,,,,0,2024-07-21,,0,0,,,,1721541827237439542,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  15933, setup-rate: 89",,,,,,,,,,89,,,,,,,,system,490017,07:03:47,,15933,,event,+0100,,,,,root,,"name=port6,bytes=266083511336/32964291383,packets=240058899/95881694;"
,,,,,,,,,2024-07-21,,,,,,,1721541532464857617,,,,,,,port1,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,06:58:52,171,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-21,,,,,,,1721541532464856569,,,,,,,mgmt,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,06:58:52,101,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-21,,,,,,,1721541532464855397,,,,,,,fortilink,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,06:58:52,253,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-21,,,,,,,1721541532464853636,,,,,,,VLAN-2,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,06:58:52,21,,,event,+0100,,16,,,root,,
perf-stats,,5897/3815,,,,,,0,2024-07-21,,0,0,,,,1721541527241945414,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  15983, setup-rate: 83",,,,,,,,,,83,,,,,,,,system,489717,06:58:47,,15983,,event,+0100,,,,,root,,"name=port6,bytes=265946048645/32955636421,packets=239938094/95833271;"
update,,,,,,,,,2024-07-21,,,,,,,1721541518068931602,,,,,,,,,,notice,Scanunit reloaded AV Database,0100022813,,,,scanunit=manager pid=3314 cause='signal' AV database reload requested 1 times by updated (pid 3316) successful,,,,,,,,,,,,,,,,,,system,,06:58:38,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-21,,,,,,,1721541497094580613,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes virdb(92.05971) etdb(92.05971) exdb(1.00000) avai(2.17230) mmdb(92.05971) from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,06:58:17,,,,event,+0100,,,,,root,,
perf-stats,,4402/3045,,,,,,0,2024-07-21,,0,0,,,,1721541227241542694,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  15560, setup-rate: 84",,,,,,,,,,84,,,,,,,,system,489417,06:53:47,,15560,,event,+0100,,,,,root,,"name=port6,bytes=265794381081/32940564791,packets=239805528/95775861;"
perf-stats,,3073/1928,,,,,,0,2024-07-21,,0,0,,,,1721540927240048502,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  15142, setup-rate: 90",,,,,,,,,,90,,,,,,,,system,489117,06:48:47,,15142,,event,+0100,,,,,root,,"name=port6,bytes=265656269134/32931543353,packets=239685204/95726172;"
perf-stats,,5495/3772,,,,,,0,2024-07-21,,0,0,,,,1721540627244968573,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  15303, setup-rate: 100",,,,,,,,,,100,,,,,,,,system,488817,06:43:47,,15303,,event,+0100,,,,,root,,"name=port6,bytes=265524632216/32926755314,packets=239572457/95684723;"
perf-stats,,5135/3421,,,,,,0,2024-07-21,,0,0,,,,1721540327235807344,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  15807, setup-rate: 98",,,,,,,,,,98,,,,,,,,system,488517,06:38:47,,15807,,event,+0100,,,,,root,,"name=port6,bytes=265393225755/32922024461,packets=239460192/95644073;"
perf-stats,,5742/3677,,,,,,0,2024-07-21,,0,0,,,,1721540027241637936,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  15303, setup-rate: 117",,,,,,,,,,117,,,,,,,,system,488217,06:33:47,,15303,,event,+0100,,,,,root,,"name=port6,bytes=265257477954/32916794443,packets=239341492/95598662;"
logout,,,,,,,,,2024-07-21,,,,10.119.0.1,,5,1721539807161340166,,,,,,,,,,information,Admin logout successful,0100032003,,,ssh,Administrator adel logged out from ssh(10.119.22.100),,,,,,exit,,,,,1721539802,10.119.22.100,,,success,,,system,,06:30:07,,,,event,+0100,ssh(10.119.22.100),,adel,,root,,
login,,,,,,,,,2024-07-21,,,,10.119.0.1,,,1721539802203052011,,,,,,,,,,information,Admin login successful,0100032001,,,ssh,Administrator adel logged in successfully from ssh(10.119.22.100),,,,,super_admin,none,,,,,1721539802,10.119.22.100,,,success,,,system,,06:30:02,,,,event,+0100,ssh(10.119.22.100),,adel,,root,,
perf-stats,,5503/3620,,,,,,0,2024-07-21,,0,0,,,,1721539727245057604,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13384, setup-rate: 109",,,,,,,,,,109,,,,,,,,system,487917,06:28:47,,13384,,event,+0100,,,,,root,,"name=port6,bytes=265122501438/32908879061,packets=239225336/95552888;"
update,,,,,,,,,2024-07-21,,,,,,,1721539711250909888,,,,,,,,,,notice,Scanunit reloaded AV Database,0100022813,,,,scanunit=manager pid=3314 cause='signal' AV database reload requested 1 times by updated (pid 3316) successful,,,,,,,,,,,,,,,,,,system,,06:28:31,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-21,,,,,,,1721539690560064367,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes virdb(92.05970) etdb(92.05970) exdb(1.00000) avai(2.17230) from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,06:28:10,,,,event,+0100,,,,,root,,
perf-stats,,5292/3455,,,,,,0,2024-07-21,,0,0,,,,1721539427238775452,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  15131, setup-rate: 100",,,,,,,,,,100,,,,,,,,system,487617,06:23:47,,15131,,event,+0100,,,,,root,,"name=port6,bytes=264998037784/32904479796,packets=239117821/95513264;"
perf-stats,,5862/3793,,,,,,0,2024-07-21,,0,0,,,,1721539127235416742,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13813, setup-rate: 105",,,,,,,,,,105,,,,,,,,system,487317,06:18:47,,13813,,event,+0100,,,,,root,,"name=port6,bytes=264869588497/32899976231,packets=239008129/95472736;"
perf-stats,,3330/2396,,,,,,0,2024-07-21,,0,0,,,,1721538827226544765,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  12524, setup-rate: 114",,,,,,,,,,114,,,,,,,,system,487017,06:13:47,,12524,,event,+0100,,,,,root,,"name=port6,bytes=264748287056/32895305823,packets=238902462/95432728;"
,,,,,,,,,2024-07-21,,,,,,,1721538804480140024,,date-time,,,,,,,,notice,NTP server status changes to reachable,0100032105,,,,"The IPv4 ntp server, ntp1.fortiguard.com(208.91.112.61), is determined reachable at Sun Jul 21 06:13:24 2024",,,,,,,,,,,,,,,,,,system,,06:13:24,,,,event,+0100,NONE,,ntp_daemon,,root,,
perf-stats,,9467/7696,,,,,,0,2024-07-21,,0,0,,,,1721538527227771527,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  12601, setup-rate: 68",,,,,,,,,,68,,,,,,,,system,486717,06:08:47,,12601,,event,+0100,,,,,root,,"name=port6,bytes=264591476672/32889203272,packets=238772205/95374372;"
perf-stats,,4704/3452,,,,,,0,2024-07-21,,0,0,,,,1721538227228843958,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  12236, setup-rate: 94",,,,,,,,,,94,,,,,,,,system,486417,06:03:47,,12236,,event,+0100,,,,,root,,"name=port6,bytes=264478524100/32870081437,packets=238665188/95323114;"
,,,,,,,,,2024-07-21,,,,,,,1721537932464915674,,,,,,,port1,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,05:58:52,171,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-21,,,,,,,1721537932464913518,,,,,,,mgmt,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,05:58:52,101,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-21,,,,,,,1721537932464912285,,,,,,,fortilink,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,05:58:52,253,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-21,,,,,,,1721537932464910442,,,,,,,VLAN-2,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,05:58:52,21,,,event,+0100,,16,,,root,,
perf-stats,,4917/3191,,,,,,0,2024-07-21,,0,0,,,,1721537927228027110,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  12462, setup-rate: 82",,,,,,,,,,82,,,,,,,,system,486117,05:58:47,,12462,,event,+0100,,,,,root,,"name=port6,bytes=264364674412/32860015812,packets=238564500/95280770;"
update,,,,,,,,,2024-07-21,,,,,,,1721537915132982369,,,,,,,,,,notice,Scanunit reloaded AV Database,0100022813,,,,scanunit=manager pid=3314 cause='signal' AV database reload requested 1 times by updated (pid 3316) successful,,,,,,,,,,,,,,,,,,system,,05:58:35,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-21,,,,,,,1721537894167153389,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes virdb(92.05970) etdb(92.05970) exdb(1.00000) avai(2.17229) mmdb(92.05970) from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,05:58:14,,,,event,+0100,,,,,root,,
perf-stats,,3366/1962,,,,,,0,2024-07-21,,0,0,,,,1721537627231180825,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  11570, setup-rate: 34",,,,,,,,,,34,,,,,,,,system,485817,05:53:47,,11570,,event,+0100,,,,,root,,"name=port6,bytes=264261526110/32849317120,packets=238470895/95236802;"
perf-stats,,4390/2818,,,,,,0,2024-07-21,,0,0,,,,1721537327228760902,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  12929, setup-rate: 89",,,,,,,,,,89,,,,,,,,system,485517,05:48:47,,12929,,event,+0100,,,,,root,,"name=port6,bytes=264154121532/32840371833,packets=238373956/95193351;"
perf-stats,,4642/2776,,,,,,0,2024-07-21,,0,0,,,,1721537027231078948,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  12816, setup-rate: 58",,,,,,,,,,58,,,,,,,,system,485217,05:43:47,,12816,,event,+0100,,,,,root,,"name=port6,bytes=264044321576/32835483093,packets=238275056/95151782;"
perf-stats,,5716/3896,,,,,,0,2024-07-21,,0,0,,,,1721536727233128500,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  12421, setup-rate: 65",,,,,,,,,,65,,,,,,,,system,484917,05:38:47,,12421,,event,+0100,,,,,root,,"name=port6,bytes=263927677016/32828603865,packets=238172040/95108600;"
perf-stats,,4801/3301,,,,,,0,2024-07-21,,0,0,,,,1721536427229261084,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  12210, setup-rate: 100",,,,,,,,,,100,,,,,,,,system,484617,05:33:47,,12210,,event,+0100,,,,,root,,"name=port6,bytes=263821381561/32824270712,packets=238077732/95072045;"
perf-stats,,5943/4267,,,,,,0,2024-07-21,,0,0,,,,1721536127233108504,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  12341, setup-rate: 76",,,,,,,,,,76,,,,,,,,system,484317,05:28:47,,12341,,event,+0100,,,,,root,,"name=port6,bytes=263711759506/32785836795,packets=237962121/95008049;"
,,,,,,,,,2024-07-21,,,,,,,1721536093412948038,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,05:28:13,,,,event,+0100,,,,,root,,
perf-stats,,5888/4387,,,,,,0,2024-07-21,,0,0,,,,1721535827232872999,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  12066, setup-rate: 71",,,,,,,,,,71,,,,,,,,system,484017,05:23:47,,12066,,event,+0100,,,,,root,,"name=port6,bytes=263603976944/32741870954,packets=237846299/94942518;"
perf-stats,,5593/4107,,,,,,0,2024-07-21,,0,0,,,,1721535527225834870,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  12504, setup-rate: 76",,,,,,,,,,76,,,,,,,,system,483717,05:18:47,,12504,,event,+0100,,,,,root,,"name=port6,bytes=263495713276/32699902276,packets=237731131/94879070;"
perf-stats,,7637/3801,,,,,,0,2024-07-21,,0,0,,,,1721535227218168597,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  22969, setup-rate: 96",,,,,,,,,,96,,,,,,,,system,483417,05:13:47,,22969,,event,+0100,,,,,root,,"name=port6,bytes=263379605375/32657833340,packets=237609077/94819320;"
perf-stats,,10215/7045,,,,,,0,2024-07-21,,0,0,,,,1721534927217466013,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  28876, setup-rate: 229",,,,,,,,,,229,,,,,,,,system,483117,05:08:47,,28876,,event,+0100,,,,,root,,"name=port6,bytes=263158190549/32638697229,packets=237418667/94754083;"
perf-stats,,10810/7328,,,,,,0,2024-07-21,,0,0,,,,1721534627218386069,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  28775, setup-rate: 198",,,,,,,,,,198,,,,,,,,system,482817,05:03:47,,28775,,event,+0100,,,,,root,,"name=port6,bytes=262915435540/32632158156,packets=237218753/94692841;"
,,,,,,,,,2024-07-21,,,,,,,1721534332455007185,,,,,,,port1,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,04:58:52,171,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-21,,,,,,,1721534332455006234,,,,,,,mgmt,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,04:58:52,101,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-21,,,,,,,1721534332455005051,,,,,,,fortilink,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,04:58:52,253,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-21,,,,,,,1721534332455003070,,,,,,,VLAN-2,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,04:58:52,21,,,event,+0100,,16,,,root,,
update,,,,,,,,,2024-07-21,,,,,,,1721534328401665224,,,,,,,,,,notice,Scanunit reloaded AV Database,0100022813,,,,scanunit=manager pid=3314 cause='signal' AV database reload requested 1 times by updated (pid 3316) successful,,,,,,,,,,,,,,,,,,system,,04:58:48,,,,event,+0100,,,,,root,,
perf-stats,,6816/4648,,,,,,0,2024-07-21,,0,0,,,,1721534327215966511,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  28464, setup-rate: 157",,,,,,,,,,157,,,,,,,,system,482517,04:58:47,,28464,,event,+0100,,,,,root,,"name=port6,bytes=262672380051/32624378837,packets=237018973/94630944;"
,,,,,,,,,2024-07-21,,,,,,,1721534307425411730,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes virdb(92.05969) etdb(92.05969) exdb(1.00000) avai(2.17229) mmdb(92.05969) from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,04:58:27,,,,event,+0100,,,,,root,,
perf-stats,,10062/6823,,,,,,0,2024-07-21,,0,0,,,,1721534027221685992,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  28444, setup-rate: 164",,,,,,,,,,164,,,,,,,,system,482217,04:53:47,,28444,,event,+0100,,,,,root,,"name=port6,bytes=262431191974/32614390828,packets=236820289/94568661;"
perf-stats,,9829/6285,,,,,,0,2024-07-21,,0,0,,,,1721533727224675958,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  28315, setup-rate: 168",,,,,,,,,,168,,,,,,,,system,481917,04:48:47,,28315,,event,+0100,,,,,root,,"name=port6,bytes=262187683357/32602237508,packets=236618980/94505346;"
perf-stats,,8776/5831,,,,,,0,2024-07-21,,0,0,,,,1721533427224435811,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  28550, setup-rate: 184",,,,,,,,,,184,,,,,,,,system,481617,04:43:47,,28550,,event,+0100,,,,,root,,"name=port6,bytes=261946773470/32596169757,packets=236423180/94447215;"
